madde,market,price,prod,prod_link
taze fasulye,carrefoursa,9.99,taze fasulye kg,https://www.carrefoursa.com/tr/taze-fasulye-kg-p-30014928
taze fasulye,marketpaketi,8.99,fasulye cali,https://www.marketpaketi.com.tr/fasulye-cali-p-435
taze fasulye,migros,12.95,fasulye cali paket kg,https://www.migros.com.tr//kweb/prview/1453594-30021-fasulye-cali-paket-kg
taze fasulye,mopas,4.5,fasulye cali,https://mopas.com.tr/fasulye-cali/p/32957
tere,migros,2.15,tere adet,https://www.migros.com.tr/tere-adet-p-1b1598d
tere,carrefoursa,2.29,tere,https://www.carrefoursa.com/tr/tere-p-30017697
tere,happycenter,1.99,tere,https://www.happycenter.com.tr/Tere
tere,marketpaketi,1.9,tere,https://www.marketpaketi.com.tr/tere-p-469
tere,carrefoursa,2.49,tere adet,https://www.carrefoursa.com/tr/tere-adet-p-30017697
tere,ideal,1.5,tere,https://www.ideal.com.tr/urun/tere/6006
tere,migros,1.75,tere adet,https://www.migros.com.tr//kweb/prview/2043235-30021-tere-adet
tere,mopas,1.49,tere,https://mopas.com.tr/tere/p/41804
tereyagi kahvaltilik,marketpaketi,34.5,yorukoglu tereyagi,https://www.marketpaketi.com.tr/yorukoglu-tereyagi-500-gr-p-546915
tereyagi kahvaltilik,marketpaketi,36.99,tereyagi,https://www.marketpaketi.com.tr/torku-geleneksel-tereyagi-500-gr-p-6805
tereyagi kahvaltilik,marketpaketi,15.99,sutas yayik tereyagi,https://www.marketpaketi.com.tr/sutas-yayik-tereyagi-225-gr-p-1730
tereyagi kahvaltilik,marketpaketi,35.75,pinar tereyagi rulo,https://www.marketpaketi.com.tr/pinar-tereyagi-rulo-500-gr-p-6564
tereyagi kahvaltilik,marketpaketi,31.9,sutas yayik tereyagi,https://www.marketpaketi.com.tr/sutas-yayik-tereyagi-500-gr-p-236
tereyagi kahvaltilik,marketpaketi,29.9,kebir tereyagi,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-tuzlu-400-gr-p-547505
tereyagi kahvaltilik,migros,29.45,migros tereyagi g,https://www.migros.com.tr/migros-tereyagi-1000-g-p-b75c96
tereyagi kahvaltilik,migros,10.45,migros tereyagi g,https://www.migros.com.tr/migros-tereyagi-250-g-p-b75097
tereyagi kahvaltilik,migros,16.9,migros tereyagi g,https://www.migros.com.tr/migros-tereyagi-500-g-p-b75c97
tereyagi kahvaltilik,migros,34.45,pinar geleneksel tereyagi g,https://www.migros.com.tr/pinar-geleneksel-tereyagi-500-g-p-b745e5
tereyagi kahvaltilik,migros,9.35,pinar tereyagi g,https://www.migros.com.tr/pinar-tereyagi-125-g-p-b7421f
tereyagi kahvaltilik,mopas,20.99,pinar tereyag folyo gr,https://mopas.com.tr/pinar-tereyag-folyo-250-gr/p/811
tereyagi kahvaltilik,migros,8.75,sek tereyagi g,https://www.migros.com.tr/sek-tereyagi-125-g-p-b742b0
tereyagi kahvaltilik,migros,28.95,torku tereyag g,https://www.migros.com.tr/torku-tereyag-500-g-p-b75c83
tereyagi kahvaltilik,migros,26.75,icim kozalak tereyagi g,https://www.migros.com.tr/icim-kozalak-tereyagi-500-g-p-b745f0
tereyagi kahvaltilik,marketpaketi,29.9,yorukoglu yayik tereyagi,https://www.marketpaketi.com.tr/yorukoglu-yayik-tereyagi-500-gr-p-546914
tereyagi kahvaltilik,ideal,22.95,icim tereyag gr kozalak,https://www.ideal.com.tr/urun/icim-tereyag-500gr-kozalak/632
tereyagi kahvaltilik,ideal,15.95,kebir gurme tereyagi gr,https://www.ideal.com.tr/urun/kebir-gurme-tereyagi-400gr/52968
tereyagi kahvaltilik,ideal,34.95,kebir gurme tereyagi gr,https://www.ideal.com.tr/urun/kebir-gurme-tereyagi-750gr/52969
tereyagi kahvaltilik,migros,8.75,sutas tereyagi g,https://www.migros.com.tr/sutas-tereyagi-125-g-p-b742db
tereyagi kahvaltilik,ideal,5.95,sutas tereyag gr pastorize,https://www.ideal.com.tr/urun/suetas-tereyag-100gr-pastorize/64551
tereyagi kahvaltilik,migros,24.25,torku tereyag g,https://www.migros.com.tr//kweb/prview/49646742-30179-torku-tereyag-500-g
tereyagi kahvaltilik,migros,14.95,pinar tereyagi gr,https://www.migros.com.tr//kweb/prview/1444841-30179-pinar-tereyagi-250-gr
tereyagi kahvaltilik,carrefoursa,12,pinar tereyagi g,https://www.carrefoursa.com/tr/pinar-tereyagi-125-g-p-30062834
tereyagi kahvaltilik,carrefoursa,1.7,pinar tereyagi g,https://www.carrefoursa.com/tr/pinar-tereyagi-15-g-p-30113208
tereyagi kahvaltilik,carrefoursa,57.95,sek tereyagi g,https://www.carrefoursa.com/tr/sek-tereyagi-1000-g-p-30094552
tereyagi kahvaltilik,carrefoursa,32.45,icim kozalak tereyagi g,https://www.carrefoursa.com/tr/icim-kozalak-tereyagi-450-g-p-30014482
tereyagi kahvaltilik,carrefoursa,36.45,icim kozalak tereyagi g,https://www.carrefoursa.com/tr/icim-kozalak-tereyagi-500-g-p-30014482
tereyagi kahvaltilik,happycenter,7.25,sutas tereyag gr,https://www.happycenter.com.tr/Sutas_Tereyag_125_Gr
tereyagi kahvaltilik,migros,16.5,sek ciftlik tereyagi g,https://www.migros.com.tr//kweb/prview/59597431-30179-sek-ciftlik-tereyagi-250-g
tereyagi kahvaltilik,happycenter,46.95,teksut rulo tereyag gr,https://www.happycenter.com.tr/Teksut_Rulo_Tereyag_1000_Gr
tereyagi kahvaltilik,marketpaketi,9.25,pinar tereyagi gr,https://www.marketpaketi.com.tr/pinar-tereyagi-125-gr-p-6562
tereyagi kahvaltilik,marketpaketi,54.99,sutas tereyag gr,https://www.marketpaketi.com.tr/sutas-tereyag-1000-gr-p-544326
tereyagi kahvaltilik,marketpaketi,7.99,sutas tereyag gr,https://www.marketpaketi.com.tr/sutas-tereyag-125-gr-p-1732
tereyagi kahvaltilik,migros,8.5,migros tereyagi g,https://www.migros.com.tr//kweb/prview/57462595-30179-migros-tereyagi-250-g
tereyagi kahvaltilik,migros,16.9,migros tereyagi g,https://www.migros.com.tr//kweb/prview/57462597-30179-migros-tereyagi-500-g
tereyagi kahvaltilik,migros,7.99,pinar tereyagi gr,https://www.migros.com.tr//kweb/prview/1444840-30179-pinar-tereyagi-125-gr
tereyagi kahvaltilik,marketpaketi,44.9,kebir gurme tereyagi gr,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-750-gr-p-547507
tereyagi kahvaltilik,ideal,6.95,sutas tereyag gr pastorize,https://www.ideal.com.tr/urun/suetas-tereyag-125gr-pastorize/623
tereyagi kahvaltilik,ideal,11.75,sutas tereyag gr pastorize,https://www.ideal.com.tr/urun/suetas-tereyag-200gr-pastorize/64552
tereyagi kahvaltilik,marketpaketi,16.9,kebir gurme tereyagi gr,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-250-gr-p-547503
tereyagi kahvaltilik,migros,42.9,tahsildaroglu dilimli tereyagi,https://www.migros.com.tr/tahsildaroglu-dilimli-tereyagi-450-g-p-b74618
tereyagi kahvaltilik,migros,22.95,tahsildaroglu kahvaltilik tereyagi,https://www.migros.com.tr/tahsildaroglu-kahvaltilik-tereyagi-250-g-p-b745f7
tereyagi kahvaltilik,carrefoursa,39.95,tereyagi,https://www.carrefoursa.com/tr/carrefour-tereyagi-1-kg--p-30274101
tereyagi kahvaltilik,carrefoursa,21.95,tereyagi,https://www.carrefoursa.com/tr/sek-tereyagi-250-g-p-30099438
tereyagi kahvaltilik,carrefoursa,14.45,sutas folyo tereyagi,https://www.carrefoursa.com/tr/sutas-folyo-tereyagi-250-g-p-30088820
tereyagi kahvaltilik,carrefoursa,37.95,tereyagi,https://www.carrefoursa.com/tr/torku-tereyagi-500-g--p-30142163
tereyagi kahvaltilik,marketpaketi,49.9,ekici tereyagi,https://www.marketpaketi.com.tr/ekici-tereyagi-700-gr-p-546837
tereyagi kahvaltilik,marketpaketi,19.95,ekici tereyagi,https://www.marketpaketi.com.tr/ekici-tereyagi-250-gr-p-546835
tereyagi kahvaltilik,marketpaketi,16.5,icim folyo tereyagi,https://www.marketpaketi.com.tr/icim-folyo-tereyagi-250-gr-p-545949
tereyagi kahvaltilik,marketpaketi,32,icim tereyagi,https://www.marketpaketi.com.tr/icim-tereyag-500-gr-p-545946
tereyagi kahvaltilik,marketpaketi,49.9,kebir tereyagi,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-tuzlu-750-gr-p-547508
tereyagi kahvaltilik,carrefoursa,36.5,sutas yayik tereyagi,https://www.carrefoursa.com/tr/sutas-yayik-tereyagi-500-g-p-30076795
tereyagi kahvaltilik,migros,19.95,sutas tereyagi,https://www.migros.com.tr/sutas-geleneksel-tereyagi-250-g-p-b742e3
tereyagi kahvaltilik,migros,38.95,rulo tereyagi,https://www.migros.com.tr/sek-rulo-tereyagi-500-g-p-b742a4
tereyagi kahvaltilik,migros,21.95,tereyagi,https://www.migros.com.tr/sek-paket-tereyagi-250-g-p-b742a6
tereyagi kahvaltilik,migros,20.9,baltali keci tereyagi,https://www.migros.com.tr/baltali-keci-tereyagi-200-g-p-b75c8a
tereyagi kahvaltilik,migros,32.9,elle vire tereyagi,https://www.migros.com.tr/elle-vire-tereyagi-200-g-p-b7692a
tereyagi kahvaltilik,migros,32.9,elle vire tereyagi,https://www.migros.com.tr/elle-vire-tuzlu-tereyagi-200-g-p-b7697c
tereyagi kahvaltilik,migros,36.45,icim tereyagi,https://www.migros.com.tr/icim-tereyagi-500-g-p-b74315
tereyagi kahvaltilik,migros,24.5,kebir tereyagi,https://www.migros.com.tr/kebir-tuzlu-tereyagi-500-g-p-b745f1
tereyagi kahvaltilik,migros,39.95,tereyagi,https://www.migros.com.tr/migros-tereyagi-1-kg-p-b75095
tereyagi kahvaltilik,migros,22.9,pinar tereyagi,https://www.migros.com.tr/pinar-geleneksel-tereyagi-250-g-p-b745e4
tereyagi kahvaltilik,migros,21.45,pinar tereyagi,https://www.migros.com.tr/pinar-tereyagi-250-g-p-b74224
tereyagi kahvaltilik,migros,22.95,koy tereyagi,https://www.migros.com.tr/sek-koy-tereyagi-250-g-p-b745de
tereyagi kahvaltilik,marketpaketi,24.95,pinar tereyagi,https://www.marketpaketi.com.tr/pinar-tereyagi-250-gr-p-6563
tereyagi kahvaltilik,marketpaketi,25.9,kebir gurme tereyagi gr,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-400-gr-p-547504
tereyagi kahvaltilik,marketpaketi,28.9,kebir gurme tereyagi gr,https://www.marketpaketi.com.tr/kebir-gurme-tereyagi-500-gr-p-547506
tereyagi kahvaltilik,mopas,13.99,eker obek tereyagi gr,https://mopas.com.tr/eker-obek-tereyagi-250-gr/p/681283
tereyagi kahvaltilik,ideal,15.45,pinar tereyag gr folyo pls altlik,https://www.ideal.com.tr/urun/pinar-tereyag-250gr-folyo-pls-altlik/610
tereyagi kahvaltilik,ideal,13.75,sutas tereyag gr pastorize,https://www.ideal.com.tr/urun/suetas-tereyag-250gr-pastorize/622
tereyagi kahvaltilik,ideal,12.95,kebir gurme tereyagi gr,https://www.ideal.com.tr/urun/kebir-gurme-tereyagi-250gr/52967
tereyagi kahvaltilik,happycenter,13.95,sutas tereyag gr,https://www.happycenter.com.tr/Sutas_Tereyag_250_Gr
tereyagi kahvaltilik,carrefoursa,18.5,kecici pastorize tereyag g,https://www.carrefoursa.com/tr/kecici-pastorize-tereyag-250-g-p-30150570
tereyagi kahvaltilik,carrefoursa,14.75,pinar folyo tereyag g,https://www.carrefoursa.com/tr/pinar-folyo-tereyag-250-g-p-30058699
tereyagi kahvaltilik,carrefoursa,12.9,torku tereyag g,https://www.carrefoursa.com/tr/torku-tereyag-250-g-p-30063185
tereyagi kahvaltilik,migros,20.45,sek ciftlik tereyagi g,https://www.migros.com.tr/sek-ciftlik-tereyagi-250-g-p-b742b6
tereyagi kahvaltilik,migros,13.5,icim kozalak tereyagi g,https://www.migros.com.tr/icim-kozalak-tereyagi-250-g-p-b745e9
tereyagi kahvaltilik,ideal,15.45,pinar tereyag gr geleneksel kozalak,https://www.ideal.com.tr/urun/pinar-tereyag-250gr-geleneksel-kozalak/611
tereyagi kahvaltilik,ideal,11.95,icim tereyag gr kozalak,https://www.ideal.com.tr/urun/icim-tereyag-250gr-kozalak/633
tereyagi kahvaltilik,ideal,13.45,torku tereyagi gr kase x,https://www.ideal.com.tr/urun/torku-tereyagi-250gr-kase-x9/44932
tereyagi kahvaltilik,happycenter,12.5,teksut rulo tereyag gr,https://www.happycenter.com.tr/Teksut_Tereyag_250_Gr_Yayik
tereyagi kahvaltilik,carrefoursa,14.75,yorsan geleneksel tereyag g,https://www.carrefoursa.com/tr/yorsan-geleneksel-tereyag-250-g-p-30085619
tereyagi kahvaltilik,carrefoursa,15.75,pinar kase tereyagi g,https://www.carrefoursa.com/tr/pinar-kase-tereyagi-250-g-p-30097250
tereyagi kahvaltilik,mopas,12.5,kebir topak tereyagi gr,https://mopas.com.tr/kebir-topak-tereyagi-250-gr/p/261159
tereyagi kahvaltilik,happycenter,15.95,yorsan tereyag yuvarlak kase gr,https://www.happycenter.com.tr/Yorsan_Tereyag_Yuvarlak_Kase_250_Gr
tereyagi kahvaltilik,migros,16.9,kecici keci tereyagi g,https://www.migros.com.tr/kecici-keci-tereyagi-250-g-p-b7509c
tereyagi kahvaltilik,migros,17.45,sutas tereyagi g,https://www.migros.com.tr/sutas-tereyagi-250-g-p-b742dd
tereyagi kahvaltilik,migros,8.5,migros tereyagi g,https://www.migros.com.tr/migros-tereyagi-250-g-p-b75c98
tereyagi kahvaltilik,happycenter,15.45,pinar tereyag folyo gr,https://www.happycenter.com.tr/Pinar_Tereyag__Folyo_250_Gr
toz seker,carrefoursa,18.75,torku toz seker kg,https://www.carrefoursa.com/tr/torku-toz-seker-3-kg-p-30038941
toz seker,migros,12.35,migros toz seker kg,https://www.migros.com.tr//kweb/prview/34724475-32046-migros-toz-seker-3-kg
toz seker,migros,4.45,migros toz seker kg,https://www.migros.com.tr//kweb/prview/34724476-32046-migros-toz-seker-1-kg
toz seker,marketpaketi,11.99,yazar toz seker kg,https://www.marketpaketi.com.tr/yazar-toz-seker-25-kg-p-1017
toz seker,marketpaketi,4.75,yazar toz seker kg,https://www.marketpaketi.com.tr/yazar-toz-seker-1-kg-p-1018
toz seker,marketpaketi,14.99,torku toz seker kg,https://www.marketpaketi.com.tr/torku-toz-seker-3-kg-p-509834
toz seker,marketpaketi,9.99,torku toz seker kg,https://www.marketpaketi.com.tr/torku-toz-seker-2-kg-p-539903
toz seker,carrefoursa,6.45,torku toz seker kg,https://www.carrefoursa.com/tr/torku-toz-seker-1-kg-p-30034138
toz seker,carrefoursa,5.5,irmak toz seker kg,https://www.carrefoursa.com/tr/irmak-toz-seker-1-kg--p-30039936
toz seker,carrefoursa,15.5,irmak toz seker kg,https://www.carrefoursa.com/tr/irmak-toz-seker-3-kg-p-30133665
toz seker,marketpaketi,14.5,balkupu toz seker gr,https://www.marketpaketi.com.tr/balkupu-toz-seker-3000-gr-p-543547
toz seker,happycenter,11.45,happy sweet toz seker gr,https://www.happycenter.com.tr/Happy_Sweet_2500_Gr_Seker_Toz
toz seker,happycenter,4.65,happy sweet toz seker gr,https://www.happycenter.com.tr/Happy_Sweet_1000_Gr_Seker_Toz
toz seker,happycenter,13.95,balkupu toz seker gr,https://www.happycenter.com.tr/Balkupu_3000_Gr_Seker_Toz
toz seker,happycenter,4.75,balkupu toz seker gr,https://www.happycenter.com.tr/Balkupu_1000_Gr_Seker_Toz
toz seker,marketpaketi,5.25,torku toz seker kg,https://www.marketpaketi.com.tr/torku-toz-seker-1-kg-p-539902
toz seker,marketpaketi,5.75,dogus toz seker kg,https://www.marketpaketi.com.tr/dogus-toz-seker-1-kg-p-546611
toz seker,carrefoursa,23.5,torku toz seker kg,https://www.carrefoursa.com/tr/torku-toz-seker-5-kg-p-30034134
toz seker,carrefoursa,24.5,irmak toz seker kg,https://www.carrefoursa.com/tr/irmak-toz-seker-5-kg-p-30098190
toz seker,carrefoursa,19.9,bal kupu toz seker kg,https://www.carrefoursa.com/tr/bal-kupu-toz-seker-5-kg-p-30086732
toz seker,a101,19.75,petek seker toz g,https://www.a101.com.tr/urun/seker-toz-5000-g-petek.html
toz seker,migros,7.9,irmak kahverengi toz seker,https://www.migros.com.tr/irmak-kahverengi-toz-seker-500-g-p-328cc5
toz seker,carrefoursa,18.75,bal kupu toz seker kg,https://www.carrefoursa.com/tr/bal-kupu-toz-seker-3-kg-p-30011567
toz seker,migros,29.75,dogus toz seker kg,https://www.migros.com.tr/dogus-toz-seker-5-kg-p-3285bd
toz seker,migros,17.95,irmak kristal toz seker kg,https://www.migros.com.tr/irmak-kristal-toz-seker-3-kg-p-3285b9
toz seker,migros,27.95,irmak toz seker kg,https://www.migros.com.tr/irmak-toz-seker-5-kg-p-3285ba
toz seker,migros,22.75,migros toz seker kg,https://www.migros.com.tr/migros-toz-seker-5-kg-p-328cd2
toz seker,migros,24.95,tarim kredi kooperatifleri toz seker kg,https://www.migros.com.tr/tarim-kredi-kooperatifleri-toz-seker-5-kg-p-3281bb
toz seker,migros,23.5,torku seker tanesi toz seker kg,https://www.migros.com.tr/torku-seker-tanesi-toz-seker-5-kg-p-328c60
toz seker,a101,9.45,petek seker toz g,https://www.a101.com.tr/market/petek-seker-toz-2000-g/
toz seker,a101,9.45,petek seker toz g,https://www.a101.com.tr/market/petek-seker-toz-2000-g/
toz seker,a101,19.75,petek seker toz g,https://www.a101.com.tr/petek-seker-toz-5000-g/
toz seker,carrefoursa,14.95,carrefour toz seker kg,https://www.carrefoursa.com/tr/carrefour-toz-seker-3-kg-p-30113515
toz seker,carrefoursa,12.35,carrefour toz seker kg,https://www.carrefoursa.com/tr/carrefour-toz-seker-3-kg-p-30127384
toz seker,migros,19.75,migros toz seker kg,https://www.migros.com.tr//kweb/prview/34724483-32046-migros-toz-seker-5-kg
toz seker,carrefoursa,6.35,irmak toz seker kg,https://www.carrefoursa.com/tr/irmak-toz-seker-1-kg-p-30039936
toz seker,migros,15.95,dogus toz seker kg,https://www.migros.com.tr//kweb/prview/2164883-32041-dogus-toz-seker-3-kg
toz seker,migros,5.45,dogus toz seker kg,https://www.migros.com.tr//kweb/prview/1421851-32041-dogus-toz-seker-1-kg
toz seker,migros,15.95,torku toz seker kg,https://www.migros.com.tr/torku-toz-seker-3-kg-p-328c5f
toz seker,migros,5.25,irmak toz seker kg,https://www.migros.com.tr/irmak-toz-seker-1-kg-p-3285b8
toz seker,marketpaketi,29.99,bal kupu toz seker kg,https://www.marketpaketi.com.tr/bal-kupu-toz-seker-5kg-p-5319
toz seker,marketpaketi,5.99,balkupu toz seker kg,https://www.marketpaketi.com.tr/balkuepue-toz-seker-1-kg-p-527885
toz seker,marketpaketi,299,cuval toz seker kg,https://www.marketpaketi.com.tr/cuval-toz-seker-50-kg-p-542406
toz seker,marketpaketi,7.35,mgs stick toz seker gr,https://www.marketpaketi.com.tr/mgs-stick-toz-seker-750-gr-p-548011
toz seker,marketpaketi,38.9,mgs stick toz seker kg,https://www.marketpaketi.com.tr/mgs-stick-toz-seker-4-kg-p-547998
toz seker,marketpaketi,28,mgs toz seker kg,https://www.marketpaketi.com.tr/mgs-toz-seker-5-kg-p-548009
toz seker,marketpaketi,14.5,mgs toz seker kg,https://www.marketpaketi.com.tr/mgs-toz-seker-25-kg-p-547997
toz seker,marketpaketi,6.25,mgs toz seker kg,https://www.marketpaketi.com.tr/mgs-toz-seker-1-kg-p-547995
toz seker,marketpaketi,29.9,tarim kredi kooperatif birlik toz seker kg,https://www.marketpaketi.com.tr/tarim-kredi-kooperatif-birlik-toz-seker-5-kg-p-549081
toz seker,marketpaketi,6.99,tarim kredi kooperatif birlik toz seker kg,https://www.marketpaketi.com.tr/tarim-kredi-kooperatif-birlik-toz-seker-1-kg-p-549079
toz seker,marketpaketi,28.9,torku toz seker kg,https://www.marketpaketi.com.tr/torku-toz-seker-5-kg-p-115
toz seker,marketpaketi,86.5,torku toz seker kg x adet,https://www.marketpaketi.com.tr/torku-toz-seker-5-kg-x-3-adet-p-540138
toz seker,migros,4.45,migros toz seker kg,https://www.migros.com.tr/migros-toz-seker-1-kg-p-328cd0
toz seker,migros,12.35,migros toz seker kg,https://www.migros.com.tr/migros-toz-seker-3-kg-p-328cd1
toz seker,migros,4.85,torku seker tanesi toz seker kg,https://www.migros.com.tr/torku-seker-tanesi-toz-seker-1-kg-p-328c5e
toz seker,migros,6.9,esmer toz seker,https://www.migros.com.tr/migros-esmer-toz-seker500-g-p-328ce9
toz seker,migros,5.45,dogus toz seker kg,https://www.migros.com.tr/dogus-toz-seker-1-kg-p-3285d4
toz seker,mopas,13.99,torku toz seker kg,https://mopas.com.tr/torku-toz-seker-3-kg/p/95718
toz seker,migros,15.95,dogus toz seker kg,https://www.migros.com.tr/dogus-toz-seker-3-kg-p-3285aa
toz seker,migros,19.95,torku seker tanesi toz seker kg,https://www.migros.com.tr//kweb/prview/4201568-32041-torku-seker-tanesi-toz-seker-5-kg
toz seker,mopas,22.99,torku toz seker kg,https://mopas.com.tr/torku-toz-seker-5-kg/p/95720
toz seker,marketpaketi,21.99,yazar toz seker kg,https://www.marketpaketi.com.tr/yazar-toz-seker-5-kg-p-116
toz seker,mopas,4.75,torku toz seker kg,https://mopas.com.tr/torku-toz-seker-1-kg/p/95717
toz seker,happycenter,20.95,happy sweet toz seker gr,https://www.happycenter.com.tr/Happy_Sweet_5000_Gr_Seker_Toz
toz seker,happycenter,23.5,konya torku toz seker kg,https://www.happycenter.com.tr/konya-torku-5000-gr-seker-toz
toz seker,happycenter,24.5,balkupu toz seker gr,https://www.happycenter.com.tr/Balkupu_5000_Gr_Seker_Toz
toz seker,carrefoursa,19.75,carrefour toz seker kg,https://www.carrefoursa.com/tr/carrefour-toz-seker-5-kg-p-30113512
toz seker,marketpaketi,21.99,balkupu toz seker gr,https://www.marketpaketi.com.tr/balkupu-toz-seker-5000-gr-p-543548
toz seker,migros,25.5,dogus toz seker kg,https://www.migros.com.tr//kweb/prview/2164007-32041-dogus-toz-seker-5-kg
toz seker,migros,5.45,irmak toz seker kg,https://www.migros.com.tr//kweb/prview/28159565-32041-irmak-toz-seker-1-kg
toz seker,migros,24.95,irmak toz seker kg,https://www.migros.com.tr//kweb/prview/28159563-32041-irmak-toz-seker-5-kg
toz seker,migros,4.5,torku seker tanesi toz seker kg,https://www.migros.com.tr//kweb/prview/4201529-32041-torku-seker-tanesi-toz-seker-1-kg
toz seker,migros,15.5,torku seker tanesi toz seker kg,https://www.migros.com.tr//kweb/prview/4201495-32041-torku-seker-tanesi-toz-seker-3-kg
tulum peyniri,marketpaketi,28.9,cebel tulum peyniri,https://www.marketpaketi.com.tr/cebel-tulum-peyniri-bidon-500-gr-p-546180
tulum peyniri,marketpaketi,50,cebel tulum peyniri,https://www.marketpaketi.com.tr/cebel-tulum-peyniri-bidon-1-kg-p-546176
tulum peyniri,migros,50.9,savak erzincan tulum peyniri kg koyun sutu,https://www.migros.com.tr/savak-erzincan-tulum-peyniri-kg-100-koyun-sutu-p-9ba3ca
tulum peyniri,marketpaketi,28.9,cebel tulum peyniri corek otlu,https://www.marketpaketi.com.tr/cebel-tulum-peyniri-corek-otlu-500-gr-p-546178
tulum peyniri,migros,42.9,mersoy tam yagli tulum peyniri kg,https://www.migros.com.tr/mersoy-tam-yagli-tulum-peyniri-kg-p-9bab96
tulum peyniri,mopas,34.99,ekici izmir tulum peyniri gr,https://mopas.com.tr/ekici-izmir-tulum-peyniri-600-gr/p/783634
tulum peyniri,migros,45.9,akpinar tam yagli olgunlastirilmis tulum peyniri kg,https://www.migros.com.tr/akpinar-tam-yagli-olgunlastirilmis-tulum-peyniri-kg-p-9bab93
tulum peyniri,marketpaketi,39.99,erzincan tulum peyniri kg,https://www.marketpaketi.com.tr/erzincan-tulum-peyniri-kg-p-2438
tulum peyniri,migros,41.9,savak erzincan tulum peyniri kg koyun sutu,https://www.migros.com.tr//kweb/prview/1443196-30175-savak-erzincan-tulum-peyniri-kg-100-koyun-sutu
tulum peyniri,marketpaketi,32.99,cebel koyun tulum peynir,https://www.marketpaketi.com.tr/cebel-koyun-tulum-peynir-500-gr-p-546179
tulum peyniri,marketpaketi,16.9,yorukoglu izmir tulum peyniri,https://www.marketpaketi.com.tr/yorukoglu-izmir-tulum-peyniri-250-gr-p-546888
tulum peyniri,marketpaketi,50,cebel tulum peyniri corek otlu,https://www.marketpaketi.com.tr/cebel-tulum-peyniri-corek-otlu-1-kg-p-546177
tulum peyniri,carrefoursa,34.9,tahsildaroglu izmir tulum,https://www.carrefoursa.com/tr/tahsildaroglu-izmir-tulum-350-g-p-30094939
tulum peyniri,happycenter,39.95,erzincan deri tulum peyniri kg,https://www.happycenter.com.tr/Erzincan_Deri_Tulum_
tulum peyniri,ideal,44.9,bergama izmir koyun tulum peyniri kg,https://www.ideal.com.tr/urun/bergama-izmir-koyun-tulum-peyniri-kg/53868
tulum peyniri,mopas,18.99,ekici izmir tulum peyniri gr,https://mopas.com.tr/ekici-izmir-tulum-peyniri-350-gr/p/722757
tulum peyniri,carrefoursa,36.9,gursut izmir tulum peyniri,https://www.carrefoursa.com/tr/gursut-izmir-tulum-peyniri-p-30053420
tulum peyniri,carrefoursa,60.9,gursut izmir koyun tulum peyniri,https://www.carrefoursa.com/tr/gursut-izmir-koyun-tulum-peyniri-p-30008709
tulum peyniri,carrefoursa,29.9,c kozak koyun bergama tulum,https://www.carrefoursa.com/tr/c-kozak-koyun-bergama-tulum-p-30048063
tulum peyniri,carrefoursa,19.95,iskenderoglu tulum peyniri kg,https://www.carrefoursa.com/tr/iskenderoglu-tulum-peyniri-kg-p-30095321
tulum peyniri,ideal,29.95,cebel tulum peyniri kg bez,https://www.ideal.com.tr/urun/cebel-tulum-peyniri-1-kg-bez/21634
tulum peyniri,carrefoursa,39.9,mersoy erzurum tulum peyniri kg,https://www.carrefoursa.com/tr/mersoy-erzurum-tulum-peyniri-kg-p-30056122
tulum peyniri,happycenter,44.95,erzincan tulum peyniri kg,https://www.happycenter.com.tr/Erzincan_Tulum_Peyniri
tulum peyniri,carrefoursa,30.9,savaksan erzincan tulum peyniri kg,https://www.carrefoursa.com/tr/savaksan-erzincan-tulum-peyniri-kg-p-30126320
tulum peyniri,carrefoursa,19.9,iskenderoglu corek otlu tulum peyniri kg,https://www.carrefoursa.com/tr/iskenderoglu-corek-otlu-tulum-peyniri-kg-p-30095341
tulum peyniri,happycenter,42.95,izmir tulum peyniri kg,https://www.happycenter.com.tr/Peynir_Izmir_Tulum_
tulum peyniri,ideal,53.95,izmir tulum peyniri kg,https://www.ideal.com.tr/urun/izmir-tulum-peyniri-kg/59761
tulum peyniri,carrefoursa,31.9,savaksan erzincan tulum peyniri kg,https://www.carrefoursa.com/tr/savaksan-erzincan-tulum-peyniri-kg-p-30126321
tulum peyniri,carrefoursa,49.9,ekici izmir tulum peyniri,https://www.carrefoursa.com/tr/ekici-izmir-tulum-peyniri-kg-p-30233622
tuz,migros,12.75,bagdat himalaya tuzu degirmen g,https://www.migros.com.tr/bagdat-himalaya-tuzu-degirmen-110-g-p-5be984
tuz,carrefoursa,8.5,tuzot himalaya tuzu g,https://www.carrefoursa.com/tr/tuzot-himalaya-tuzu-200-g-p-30090767
tuz,ideal,7.45,billur tuz kg iyotlu sofra tuzu,https://www.ideal.com.tr/urun/billur-tuz-3kg-iyotlu-sofra-tuzu/37260
tuz,marketpaketi,1.99,billur tuz gr,https://www.marketpaketi.com.tr/billur-tuz-750-gr-p-141
